hidden_nodes, learning_rate, epoch, train_loss_avg_last10pct, cv_loss_avg_last10pct
10, 0.01, 1000, 0.12625614239745583, 0.23244127668112083
10, 0.01, 2000, 0.072234942262427479, 0.1791408382184666
10, 0.01, 3000, 0.062768450924325467, 0.18004158959184505
10, 0.01, 4000, 0.057953694501221481, 0.18596989786173507
10, 0.01, 5000, 0.055413792747530818, 0.19749541957954148
10, 0.01, 6000, 0.053633485252143759, 0.19152387069765264
10, 0.01, 7000, 0.052589523298729797, 0.19911197699768443
10, 0.01, 8000, 0.05172440453573407, 0.19754327601107607
10, 0.01, 9000, 0.051054993332429251, 0.1901830099134901
10, 0.01, 10000, 0.050550060966195513, 0.20347802961620315
10, 0.01, 11000, 0.050014050698029409, 0.20082484172684081
10, 0.01, 12000, 0.049653593016272334, 0.21283526604809042
10, 0.01, 13000, 0.04936229424404083, 0.21729047621165337
10, 0.01, 14000, 0.049110034163426297, 0.22104348642771698
10, 0.01, 15000, 0.048904685520300091, 0.22325005499811831
10, 0.01, 16000, 0.048746852077773843, 0.21511024814005808
10, 0.01, 17000, 0.048469679464714498, 0.2214460449964272
10, 0.01, 18000, 0.048195412008240929, 0.22935506174038892
10, 0.01, 19000, 0.048031274088037867, 0.22769138271552841
10, 0.01, 20000, 0.047825735144697935, 0.23273585770424823
10, 0.03, 1000, 0.072756933398253801, 0.17341557485334325
10, 0.03, 2000, 0.065641698475083998, 0.18862522989435004
10, 0.03, 3000, 0.061902927404433566, 0.16608379467753645
10, 0.03, 4000, 0.059000235240615047, 0.16320914951149604
10, 0.03, 5000, 0.057823925164180862, 0.15295870597353597
10, 0.03, 6000, 0.055296780282182913, 0.14977590425731796
10, 0.03, 7000, 0.054247671326396116, 0.15122450020433928
10, 0.03, 8000, 0.053195732048051329, 0.1498043429959412
10, 0.03, 9000, 0.05291017193822576, 0.15382663509156086
10, 0.03, 10000, 0.052504106695385105, 0.15498806497004419
10, 0.03, 11000, 0.052266532914165935, 0.15691074941716365
10, 0.03, 12000, 0.051537365847931838, 0.15960579018420429
10, 0.03, 13000, 0.051088908643973446, 0.16564167460406826
10, 0.03, 14000, 0.050845248295960196, 0.16911499491155055
10, 0.03, 15000, 0.050535126908594803, 0.16886790594188433
10, 0.03, 16000, 0.050329135607437736, 0.17331280482639727
10, 0.03, 17000, 0.049802204265757974, 0.17859518804121605
10, 0.03, 18000, 0.049316069180034221, 0.18596551507948006
10, 0.03, 19000, 0.049133622576617256, 0.19056894110308714
10, 0.03, 20000, 0.04877843441260897, 0.19013474859623547
10, 0.1, 1000, 0.063123931264905633, 0.14032695405226703
10, 0.1, 2000, 0.057480642532559113, 0.1574102261427823
10, 0.1, 3000, 0.056238535458977917, 0.14857162466534632
10, 0.1, 4000, 0.053964301756676505, 0.15363031582923659
10, 0.1, 5000, 0.052973805716257996, 0.15552249897233089
10, 0.1, 6000, 0.052446563244739716, 0.15278774298053011
10, 0.1, 7000, 0.051987981707109082, 0.15580617787304207
10, 0.1, 8000, 0.051486977516175723, 0.1545474472810498
10, 0.1, 9000, 0.050835091990282466, 0.15463448454303372
10, 0.1, 10000, 0.050844543740075694, 0.15657486640392174
10, 0.1, 11000, 0.050381690960404506, 0.15313493148220436
10, 0.1, 12000, 0.050110116909989143, 0.15072284081676446
10, 0.1, 13000, 0.049899991641191452, 0.15384634775096481
10, 0.1, 14000, 0.049658386864515701, 0.15610245625459099
10, 0.1, 15000, 0.049466666537347624, 0.15548507558575253
10, 0.1, 16000, 0.049493058785842259, 0.15620937203116933
10, 0.1, 17000, 0.049432729310370967, 0.15466875044117936
10, 0.1, 18000, 0.049329979106832754, 0.15761876581660672
10, 0.1, 19000, 0.049406266485843835, 0.15875630340419422
10, 0.1, 20000, 0.049441470042174113, 0.15778311242772222
15, 0.01, 1000, 0.12615282268348463, 0.25382872810745311
15, 0.01, 2000, 0.070786425248189552, 0.16774292441410391
15, 0.01, 3000, 0.062074160182998939, 0.16683319812122424
15, 0.01, 4000, 0.058633236119538495, 0.16930705212666958
15, 0.01, 5000, 0.056194308160718208, 0.16745356649882107
15, 0.01, 6000, 0.054803974023554421, 0.16003889090483348
15, 0.01, 7000, 0.053998383350916536, 0.15795240441523609
15, 0.01, 8000, 0.053089342018644528, 0.15712852539433075
15, 0.01, 9000, 0.052513948247308304, 0.16035725021651351
15, 0.01, 10000, 0.051918651535231966, 0.15646595584490564
15, 0.01, 11000, 0.051128400332593416, 0.15352011052496384
15, 0.01, 12000, 0.050479421482492966, 0.1585278357012144
15, 0.01, 13000, 0.049978637019403103, 0.15251873130942895
15, 0.01, 14000, 0.049313561628211884, 0.15499136634413824
15, 0.01, 15000, 0.048861573267263404, 0.154554909789864
15, 0.01, 16000, 0.048451104708433244, 0.15500649901353639
15, 0.01, 17000, 0.047997194020019673, 0.15659808019709384
15, 0.01, 18000, 0.04757307325725605, 0.1574283304912705
15, 0.01, 19000, 0.047212353156949265, 0.16005274266282873
15, 0.01, 20000, 0.046942882495842372, 0.16379711533080471
15, 0.03, 1000, 0.066277612304626365, 0.1515936283559231
15, 0.03, 2000, 0.055625669179570424, 0.15920881131948719
15, 0.03, 3000, 0.052876003742152802, 0.15935034339344686
15, 0.03, 4000, 0.051041355559721335, 0.16031588498464283
15, 0.03, 5000, 0.049673913659364549, 0.16654046453783369
15, 0.03, 6000, 0.048730966790281043, 0.17297653180233161
15, 0.03, 7000, 0.04793659773377671, 0.17802078877855063
15, 0.03, 8000, 0.047282595936585819, 0.17786469346244033
15, 0.03, 9000, 0.046819056506843884, 0.18195762887868364
15, 0.03, 10000, 0.045883404757667751, 0.18356099618422281
15, 0.03, 11000, 0.045584160505343481, 0.18819584958743016
15, 0.03, 12000, 0.045242596724031629, 0.19084448061938525
15, 0.03, 13000, 0.044876778387141839, 0.18934989515782555
15, 0.03, 14000, 0.044329575157514928, 0.18653195334541936
15, 0.03, 15000, 0.04410231712562579, 0.18405692558589618
15, 0.03, 16000, 0.043803757375899741, 0.17584696661062135
15, 0.03, 17000, 0.043448032112616629, 0.17414440536807738
15, 0.03, 18000, 0.043169203446500132, 0.17326940561809628
15, 0.03, 19000, 0.042939150404518636, 0.17396775803955608
15, 0.03, 20000, 0.042831916824947414, 0.17401233895379459
15, 0.1, 1000, 0.066323676391977338, 0.15654330391269439
15, 0.1, 2000, 0.059288322529765104, 0.15249176148931498
15, 0.1, 3000, 0.055752013368506374, 0.147282829589161
15, 0.1, 4000, 0.052811569643284061, 0.14856213167106794
15, 0.1, 5000, 0.051852214140021759, 0.14826153381435514
15, 0.1, 6000, 0.050800859019884029, 0.15429437764911227
15, 0.1, 7000, 0.049214525987865881, 0.15117513484037445
15, 0.1, 8000, 0.04898125935069144, 0.15657764956883161
15, 0.1, 9000, 0.048308601463983129, 0.15621343845269561
15, 0.1, 10000, 0.048139405674971242, 0.15708139425392978
15, 0.1, 11000, 0.047519189089263364, 0.15613509243507789
15, 0.1, 12000, 0.047352899300763765, 0.15591357331632497
15, 0.1, 13000, 0.046935785782296846, 0.16017023890962595
15, 0.1, 14000, 0.046846103794142113, 0.16055155650562547
15, 0.1, 15000, 0.046221161866426476, 0.16008980931172301
15, 0.1, 16000, 0.045782140011488677, 0.15994312511990533
15, 0.1, 17000, 0.046130548118299586, 0.1584459155903791
15, 0.1, 18000, 0.046154925160080712, 0.16021615574927703
